userId,movieId,rating,timestamp,rating_datetime,rating_year
2,552,3.0,835355860,1996-06-21 11:17:40,1996
2,585,5.0,835355817,1996-06-21 11:16:57,1996
2,586,3.0,835355790,1996-06-21 11:16:30,1996
2,587,3.0,835355779,1996-06-21 11:16:19,1996
2,588,3.0,835355441,1996-06-21 11:10:41,1996
2,590,5.0,835355395,1996-06-21 11:09:55,1996
2,592,5.0,835355395,1996-06-21 11:09:55,1996
2,593,3.0,835355511,1996-06-21 11:11:51,1996
2,616,3.0,835355932,1996-06-21 11:18:52,1996
2,661,4.0,835356141,1996-06-21 11:22:21,1996
3,110,4.0,1298922049,2011-02-28 19:40:49,2011
3,247,3.5,1298861637,2011-02-28 02:53:57,2011
3,267,3.0,1298861761,2011-02-28 02:56:01,2011
3,296,4.5,1298862418,2011-02-28 03:06:58,2011
3,318,5.0,1298862121,2011-02-28 03:02:01,2011
3,377,2.5,1298923242,2011-02-28 20:00:42,2011
3,527,3.0,1298862528,2011-02-28 03:08:48,2011
3,588,3.0,1298922100,2011-02-28 19:41:40,2011
3,592,3.0,1298923247,2011-02-28 20:00:47,2011
3,593,3.0,1298921840,2011-02-28 19:37:20,2011
3,595,2.0,1298923260,2011-02-28 20:01:00,2011
3,778,4.0,1298863157,2011-02-28 03:19:17,2011
3,866,3.0,1298861687,2011-02-28 02:54:47,2011
3,1271,3.0,1298861605,2011-02-28 02:53:25,2011
3,1378,4.0,1298861658,2011-02-28 02:54:18,2011
3,1580,3.5,1298922089,2011-02-28 19:41:29,2011
3,1721,4.5,1298923236,2011-02-28 20:00:36,2011
3,1884,4.0,1298863143,2011-02-28 03:19:03,2011
3,2028,4.0,1298921862,2011-02-28 19:37:42,2011
3,2762,3.5,1298922057,2011-02-28 19:40:57,2011
3,2841,4.0,1298861733,2011-02-28 02:55:33,2011
3,2959,5.0,1298862874,2011-02-28 03:14:34,2011
3,44191,3.5,1298932740,2011-02-28 22:39:00,2011
4,112,5.0,949810582,2000-02-06 04:16:22,2000
4,141,5.0,949919681,2000-02-07 10:34:41,2000
4,153,4.0,949811346,2000-02-06 04:29:06,2000
4,173,3.0,949811346,2000-02-06 04:29:06,2000
4,185,3.0,949920047,2000-02-07 10:40:47,2000
4,260,5.0,949779042,2000-02-05 19:30:42,2000
4,289,4.0,949778802,2000-02-05 19:26:42,2000
4,296,5.0,949895708,2000-02-07 03:55:08,2000
4,329,3.0,949810618,2000-02-06 04:16:58,2000
4,364,5.0,949949538,2000-02-07 18:52:18,2000
4,380,3.0,949810534,2000-02-06 04:15:34,2000
4,410,3.0,949919883,2000-02-07 10:38:03,2000
4,431,3.0,949895772,2000-02-07 03:56:12,2000
4,434,4.0,949810688,2000-02-06 04:18:08,2000
4,435,1.0,949920135,2000-02-07 10:42:15,2000
4,440,4.0,949919802,2000-02-07 10:36:42,2000
4,442,4.0,949920028,2000-02-07 10:40:28,2000
4,464,4.0,949811315,2000-02-06 04:28:35,2000
4,480,5.0,949810582,2000-02-06 04:16:22,2000
4,541,5.0,949779091,2000-02-05 19:31:31,2000
4,588,5.0,949949486,2000-02-07 18:51:26,2000
4,590,3.0,949810534,2000-02-06 04:15:34,2000
4,594,5.0,949949538,2000-02-07 18:52:18,2000
4,596,5.0,949949638,2000-02-07 18:53:58,2000
4,616,5.0,949949444,2000-02-07 18:50:44,2000
4,858,5.0,949779022,2000-02-05 19:30:22,2000
4,903,5.0,949919189,2000-02-07 10:26:29,2000
4,910,4.0,949919306,2000-02-07 10:28:26,2000
4,913,5.0,949919247,2000-02-07 10:27:27,2000
4,919,5.0,949949396,2000-02-07 18:49:56,2000
4,1073,5.0,949919372,2000-02-07 10:29:32,2000
4,1089,5.0,949895732,2000-02-07 03:55:32,2000
4,1125,5.0,949919399,2000-02-07 10:29:59,2000
4,1127,5.0,949896275,2000-02-07 04:04:35,2000
4,1213,5.0,949895708,2000-02-07 03:55:08,2000
4,1257,5.0,949811602,2000-02-06 04:33:22,2000
4,1259,4.0,949811559,2000-02-06 04:32:39,2000
4,1265,5.0,949919591,2000-02-07 10:33:11,2000
4,1278,5.0,949919372,2000-02-07 10:29:32,2000
4,1282,5.0,949949396,2000-02-07 18:49:56,2000
4,1285,4.0,949811559,2000-02-06 04:32:39,2000
4,1371,4.0,949810302,2000-02-06 04:11:42,2000
4,1372,3.0,949920004,2000-02-07 10:40:04,2000
4,1374,4.0,949918787,2000-02-07 10:19:47,2000
4,1376,3.0,949918904,2000-02-07 10:21:44,2000
4,1377,3.0,949810688,2000-02-06 04:18:08,2000
4,1380,5.0,949896377,2000-02-07 04:06:17,2000
4,1387,5.0,949810261,2000-02-06 04:11:01,2000
4,1396,5.0,949895772,2000-02-07 03:56:12,2000
4,1544,3.0,949811230,2000-02-06 04:27:10,2000
4,1580,5.0,949919978,2000-02-07 10:39:38,2000
4,1858,5.0,949919738,2000-02-07 10:35:38,2000
4,1917,4.0,949810688,2000-02-06 04:18:08,2000
4,1954,5.0,949810261,2000-02-06 04:11:01,2000
4,1961,5.0,949918743,2000-02-07 10:19:03,2000
4,1967,3.0,949949538,2000-02-07 18:52:18,2000
4,1968,5.0,949811559,2000-02-06 04:32:39,2000
4,1994,5.0,949896309,2000-02-07 04:05:09,2000
4,2000,5.0,949811602,2000-02-06 04:33:22,2000
4,2002,3.0,949895907,2000-02-07 03:58:27,2000
4,2003,2.0,949918970,2000-02-07 10:22:50,2000
4,2005,5.0,949896070,2000-02-07 04:01:10,2000
4,2014,4.0,949919454,2000-02-07 10:30:54,2000
4,2018,5.0,949778771,2000-02-05 19:26:11,2000
4,2020,4.0,949811738,2000-02-06 04:35:38,2000
4,2021,4.0,949896114,2000-02-07 04:01:54,2000
4,2034,4.0,949896183,2000-02-07 04:03:03,2000
4,2046,5.0,949810618,2000-02-06 04:16:58,2000
4,2054,3.0,949896114,2000-02-07 04:01:54,2000
4,2064,5.0,949918648,2000-02-07 10:17:28,2000
4,2078,5.0,949949444,2000-02-07 18:50:44,2000
4,2080,5.0,949919306,2000-02-07 10:28:26,2000
4,2085,5.0,949949444,2000-02-07 18:50:44,2000
4,2086,5.0,949896114,2000-02-07 04:01:54,2000
4,2087,5.0,949949638,2000-02-07 18:53:58,2000
4,2091,5.0,949896183,2000-02-07 04:03:03,2000
4,2094,4.0,949920028,2000-02-07 10:40:28,2000
4,2100,5.0,949896114,2000-02-07 04:01:54,2000
4,2105,4.0,949896114,2000-02-07 04:01:54,2000
4,2109,5.0,949919399,2000-02-07 10:29:59,2000
4,2110,3.0,949896309,2000-02-07 04:05:09,2000
4,2114,5.0,949918927,2000-02-07 10:22:07,2000
4,2115,5.0,949918994,2000-02-07 10:23:14,2000
4,2124,4.0,949919763,2000-02-07 10:36:03,2000
4,2140,5.0,949896070,2000-02-07 04:01:10,2000
4,2141,4.0,949982239,2000-02-08 03:57:19,2000
4,2143,4.0,949896114,2000-02-07 04:01:54,2000
4,2144,5.0,949811603,2000-02-06 04:33:23,2000
4,2161,5.0,949896070,2000-02-07 04:01:10,2000
4,2193,3.0,949896070,2000-02-07 04:01:10,2000
4,2263,3.0,949896309,2000-02-07 04:05:09,2000
4,2268,5.0,949895772,2000-02-07 03:56:12,2000
4,2289,5.0,949919556,2000-02-07 10:32:36,2000
4,2454,5.0,949982274,2000-02-08 03:57:54,2000
4,2616,1.0,949895993,2000-02-07 03:59:53,2000
4,2640,5.0,949810261,2000-02-06 04:11:01,2000
4,2699,4.0,949896497,2000-02-07 04:08:17,2000
4,2734,4.0,949778714,2000-02-05 19:25:14,2000
4,2770,1.0,949896521,2000-02-07 04:08:41,2000
4,2788,5.0,949919399,2000-02-07 10:29:59,2000
4,2791,5.0,949811490,2000-02-06 04:31:30,2000
4,3016,3.0,949896543,2000-02-07 04:09:03,2000
4,3034,5.0,949949444,2000-02-07 18:50:44,2000
4,3040,5.0,949919419,2000-02-07 10:30:19,2000
4,3060,5.0,949919656,2000-02-07 10:34:16,2000
4,3101,4.0,949896275,2000-02-07 04:04:35,2000
4,3104,4.0,949811603,2000-02-06 04:33:23,2000
5,3,4.0,1163374957,2006-11-12 23:42:37,2006
5,104,4.0,1163374639,2006-11-12 23:37:19,2006
5,141,4.0,1163374242,2006-11-12 23:30:42,2006
5,150,4.0,1163374404,2006-11-12 23:33:24,2006
5,231,3.5,1163373762,2006-11-12 23:22:42,2006
5,277,4.5,1163373208,2006-11-12 23:13:28,2006
5,344,3.5,1163373636,2006-11-12 23:20:36,2006
5,364,4.0,1163373752,2006-11-12 23:22:32,2006
5,377,4.0,1163373610,2006-11-12 23:20:10,2006
5,440,4.0,1163374477,2006-11-12 23:34:37,2006
5,500,4.5,1163373718,2006-11-12 23:21:58,2006
5,586,4.0,1163374392,2006-11-12 23:33:12,2006
5,588,3.5,1163373551,2006-11-12 23:19:11,2006
5,595,4.0,1163374190,2006-11-12 23:29:50,2006
5,597,5.0,1163373711,2006-11-12 23:21:51,2006
5,788,3.5,1163374993,2006-11-12 23:43:13,2006
5,858,2.5,1163373651,2006-11-12 23:20:51,2006
5,903,3.5,1163373135,2006-11-12 23:12:15,2006
5,919,4.0,1163374286,2006-11-12 23:31:26,2006
5,1247,4.0,1163374582,2006-11-12 23:36:22,2006
5,1380,5.0,1163373044,2006-11-12 23:10:44,2006
5,1393,3.5,1163374165,2006-11-12 23:29:25,2006
5,1485,4.5,1163374608,2006-11-12 23:36:48,2006
5,1544,3.5,1163374562,2006-11-12 23:36:02,2006
5,1682,4.0,1163374214,2006-11-12 23:30:14,2006
5,1721,4.0,1163373744,2006-11-12 23:22:24,2006
5,1777,4.0,1163374601,2006-11-12 23:36:41,2006
5,1923,4.5,1163373726,2006-11-12 23:22:06,2006
5,1961,4.0,1163373675,2006-11-12 23:21:15,2006
5,1968,4.0,1163374324,2006-11-12 23:32:04,2006
5,1997,3.5,1163374593,2006-11-12 23:36:33,2006
5,2023,1.5,1163373188,2006-11-12 23:13:08,2006
5,2294,4.0,1163373251,2006-11-12 23:14:11,2006
5,2355,3.5,1163374184,2006-11-12 23:29:44,2006
5,2502,3.5,1163374290,2006-11-12 23:31:30,2006
5,2762,3.5,1163373743,2006-11-12 23:22:23,2006
5,2770,3.5,1163374947,2006-11-12 23:42:27,2006
5,3114,3.5,1163374263,2006-11-12 23:31:03,2006
5,3176,3.5,1163374408,2006-11-12 23:33:28,2006
5,4025,4.5,1163375145,2006-11-12 23:45:45,2006
5,4995,4.5,1163373616,2006-11-12 23:20:16,2006
5,6373,4.0,1163374572,2006-11-12 23:36:12,2006
5,30707,4.5,1163374340,2006-11-12 23:32:20,2006
5,30793,3.5,1163374177,2006-11-12 23:29:37,2006
5,33166,5.0,1163374211,2006-11-12 23:30:11,2006
5,40819,4.5,1163374283,2006-11-12 23:31:23,2006
6,111,4.0,1109258212,2005-02-24 15:16:52,2005
6,158,2.0,1108134263,2005-02-11 15:04:23,2005
6,173,2.0,1109258228,2005-02-24 15:17:08,2005
6,293,5.0,1108134539,2005-02-11 15:08:59,2005
6,596,4.0,1108134269,2005-02-11 15:04:29,2005
6,903,4.0,1108134299,2005-02-11 15:04:59,2005
6,1250,4.5,1108134284,2005-02-11 15:04:44,2005
6,1259,4.5,1109258196,2005-02-24 15:16:36,2005
6,1285,4.5,1108134339,2005-02-11 15:05:39,2005
6,1358,2.0,1109258181,2005-02-24 15:16:21,2005
6,1639,2.0,1109258179,2005-02-24 15:16:19,2005
6,1687,2.0,1109258281,2005-02-24 15:18:01,2005
6,1909,3.0,1108134344,2005-02-11 15:05:44,2005
6,2001,3.0,1108134289,2005-02-11 15:04:49,2005
6,2019,4.0,1109258270,2005-02-24 15:17:50,2005
6,2502,3.5,1108134291,2005-02-11 15:04:51,2005
6,2528,3.0,1109258245,2005-02-24 15:17:25,2005
6,2657,2.0,1108134271,2005-02-11 15:04:31,2005
6,2761,4.5,1108134545,2005-02-11 15:09:05,2005
6,3114,4.0,1109258183,2005-02-24 15:16:23,2005
6,4641,1.5,1109258217,2005-02-24 15:16:57,2005
6,4975,1.5,1109258226,2005-02-24 15:17:06,2005
6,7090,3.0,1108134534,2005-02-11 15:08:54,2005
6,8874,4.5,1108134521,2005-02-11 15:08:41,2005
7,21,3.0,851867289,1996-12-29 13:48:09,1996
7,104,3.0,851866744,1996-12-29 13:39:04,1996
7,110,5.0,851868188,1996-12-29 14:03:08,1996
7,112,4.0,851866720,1996-12-29 13:38:40,1996
7,141,4.0,851866704,1996-12-29 13:38:24,1996
7,198,2.0,851868704,1996-12-29 14:11:44,1996
7,207,3.0,851868705,1996-12-29 14:11:45,1996
7,260,5.0,851869062,1996-12-29 14:17:42,1996
7,272,3.0,851868188,1996-12-29 14:03:08,1996
7,318,5.0,851868187,1996-12-29 14:03:07,1996
7,329,3.0,851868524,1996-12-29 14:08:44,1996
7,345,3.0,851867621,1996-12-29 13:53:41,1996
7,364,3.0,851868020,1996-12-29 14:00:20,1996
7,377,3.0,851869291,1996-12-29 14:21:31,1996
7,380,4.0,851869291,1996-12-29 14:21:31,1996
7,480,4.0,851869161,1996-12-29 14:19:21,1996
7,500,3.0,851867669,1996-12-29 13:54:29,1996
7,534,4.0,851868246,1996-12-29 14:04:06,1996
7,539,3.0,851867688,1996-12-29 13:54:48,1996
7,541,4.0,851869035,1996-12-29 14:17:15,1996
7,551,4.0,851868019,1996-12-29 14:00:19,1996
7,588,4.0,851868044,1996-12-29 14:00:44,1996
7,590,4.0,851868186,1996-12-29 14:03:06,1996
7,592,3.0,851868863,1996-12-29 14:14:23,1996
7,594,4.0,851868020,1996-12-29 14:00:20,1996
7,595,3.0,851868044,1996-12-29 14:00:44,1996
7,671,4.0,851866806,1996-12-29 13:40:06,1996
7,708,3.0,851866744,1996-12-29 13:39:04,1996
7,745,5.0,851868020,1996-12-29 14:00:20,1996
7,780,3.0,851866703,1996-12-29 13:38:23,1996
7,786,2.0,851866744,1996-12-29 13:39:04,1996
7,924,4.0,851868289,1996-12-29 14:04:49,1996
7,1073,3.0,851866744,1996-12-29 13:39:04,1996
7,1125,3.0,851867553,1996-12-29 13:52:33,1996
7,1278,3.0,851867436,1996-12-29 13:50:36,1996
7,1371,3.0,851869160,1996-12-29 14:19:20,1996
7,1372,3.0,851869102,1996-12-29 14:18:22,1996
7,1374,4.0,851869035,1996-12-29 14:17:15,1996
7,1375,3.0,851869140,1996-12-29 14:19:00,1996
7,1376,3.0,851869062,1996-12-29 14:17:42,1996
7,1394,3.0,851867688,1996-12-29 13:54:48,1996
7,1405,5.0,851866978,1996-12-29 13:42:58,1996
7,1408,1.0,851869140,1996-12-29 14:19:00,1996
8,110,4.0,1154473268,2006-08-01 23:01:08,2006
8,260,3.5,1154464829,2006-08-01 20:40:29,2006
8,296,4.0,1154465380,2006-08-01 20:49:40,2006
8,318,5.0,1154464714,2006-08-01 20:38:34,2006
8,457,4.5,1154400475,2006-08-01 02:47:55,2006
8,524,2.0,1154400357,2006-08-01 02:45:57,2006
8,527,5.0,1154400170,2006-08-01 02:42:50,2006
8,543,5.0,1154389386,2006-07-31 23:43:06,2006
8,593,4.5,1154464833,2006-08-01 20:40:33,2006
8,628,4.0,1154400284,2006-08-01 02:44:44,2006
8,805,3.5,1154389432,2006-07-31 23:43:52,2006
8,858,5.0,1154400181,2006-08-01 02:43:01,2006
8,1259,4.0,1154464811,2006-08-01 20:40:11,2006
8,1265,3.0,1154465230,2006-08-01 20:47:10,2006
8,1358,0.5,1154474527,2006-08-01 23:22:07,2006
8,1387,4.0,1154465285,2006-08-01 20:48:05,2006
8,1393,3.0,1154400324,2006-08-01 02:45:24,2006
8,1552,3.0,1154389408,2006-07-31 23:43:28,2006
8,1777,5.0,1154400458,2006-08-01 02:47:38,2006
8,1961,5.0,1154473322,2006-08-01 23:02:02,2006
8,2028,4.0,1154473259,2006-08-01 23:00:59,2006
8,2100,3.0,1154389460,2006-07-31 23:44:20,2006
8,2302,4.5,1154400414,2006-08-01 02:46:54,2006
8,2502,5.0,1154464889,2006-08-01 20:41:29,2006
8,2762,4.5,1154464717,2006-08-01 20:38:37,2006
8,2770,2.5,1154389541,2006-07-31 23:45:41,2006
8,2791,4.5,1154465558,2006-08-01 20:52:38,2006
8,2841,3.0,1154400360,2006-08-01 02:46:00,2006
8,2959,4.0,1154464901,2006-08-01 20:41:41,2006
8,4011,4.5,1154464873,2006-08-01 20:41:13,2006
8,4034,4.5,1154465279,2006-08-01 20:47:59,2006
8,4226,5.0,1154464905,2006-08-01 20:41:45,2006
8,4886,3.5,1154464808,2006-08-01 20:40:08,2006
8,4973,4.0,1154465373,2006-08-01 20:49:33,2006
8,4993,3.5,1154464819,2006-08-01 20:40:19,2006
8,4995,3.5,1154389449,2006-07-31 23:44:09,2006
8,5064,5.0,1154400236,2006-08-01 02:43:56,2006
8,8873,4.0,1154465499,2006-08-01 20:51:39,2006
8,8874,3.0,1154465548,2006-08-01 20:52:28,2006
8,33166,4.5,1154473310,2006-08-01 23:01:50,2006
8,40819,3.5,1154473264,2006-08-01 23:01:04,2006
8,44004,3.0,1154473017,2006-08-01 22:56:57,2006
9,17,4.0,938628337,1999-09-29 18:05:37,1999
9,26,3.0,938628655,1999-09-29 18:10:55,1999
9,318,4.0,938628966,1999-09-29 18:16:06,1999
9,497,4.0,938628777,1999-09-29 18:12:57,1999
9,527,5.0,938628843,1999-09-29 18:14:03,1999
9,534,5.0,938628337,1999-09-29 18:05:37,1999
9,593,4.0,938628843,1999-09-29 18:14:03,1999
9,608,5.0,938628843,1999-09-29 18:14:03,1999
9,1059,5.0,938629250,1999-09-29 18:20:50,1999
9,1358,4.0,938628450,1999-09-29 18:07:30,1999
9,1411,3.0,938628655,1999-09-29 18:10:55,1999
9,1541,2.0,938628777,1999-09-29 18:12:57,1999
9,1584,4.0,938629341,1999-09-29 18:22:21,1999
9,1680,4.0,938629054,1999-09-29 18:17:34,1999
9,1682,5.0,938628690,1999-09-29 18:11:30,1999
9,1721,3.0,938629470,1999-09-29 18:24:30,1999
9,2028,4.0,938629341,1999-09-29 18:22:21,1999
9,2125,4.0,938629522,1999-09-29 18:25:22,1999
9,2140,4.0,938629747,1999-09-29 18:29:07,1999
9,2268,3.0,938629053,1999-09-29 18:17:33,1999
9,2291,4.0,938629341,1999-09-29 18:22:21,1999
9,2294,2.0,938629250,1999-09-29 18:20:50,1999
9,2302,4.0,938628843,1999-09-29 18:14:03,1999
9,2501,4.0,938628966,1999-09-29 18:16:06,1999
9,2539,2.0,938629341,1999-09-29 18:22:21,1999
9,2762,4.0,938627748,1999-09-29 17:55:48,1999
10,152,4.0,942766793,1999-11-16 15:39:53,1999
10,318,4.0,942766515,1999-11-16 15:35:15,1999
10,344,3.0,942766603,1999-11-16 15:36:43,1999
10,345,4.0,942766603,1999-11-16 15:36:43,1999
10,592,3.0,942767328,1999-11-16 15:48:48,1999
10,1089,3.0,942766420,1999-11-16 15:33:40,1999
10,1127,4.0,942767328,1999-11-16 15:48:48,1999
10,1358,5.0,942766420,1999-11-16 15:33:40,1999
10,1499,3.0,942766845,1999-11-16 15:40:45,1999
10,1611,5.0,942767029,1999-11-16 15:43:49,1999
10,1690,3.0,942766679,1999-11-16 15:37:59,1999
10,1719,5.0,942766472,1999-11-16 15:34:32,1999
10,1887,2.0,942766845,1999-11-16 15:40:45,1999
10,1923,5.0,942766515,1999-11-16 15:35:15,1999
10,2108,3.0,942766472,1999-11-16 15:34:32,1999
10,2539,4.0,942766845,1999-11-16 15:40:45,1999
10,2841,4.0,942766029,1999-11-16 15:27:09,1999
10,2907,2.0,942766213,1999-11-16 15:30:13,1999
10,2926,5.0,942767121,1999-11-16 15:45:21,1999
10,3019,4.0,942767571,1999-11-16 15:52:51,1999
11,70,1.0,1391656827,2014-02-06 03:20:27,2014
11,169,3.0,1391657297,2014-02-06 03:28:17,2014
11,296,5.0,1391658423,2014-02-06 03:47:03,2014
11,778,4.5,1391658505,2014-02-06 03:48:25,2014
11,923,5.0,1391658556,2014-02-06 03:49:16,2014
11,1408,5.0,1391658667,2014-02-06 03:51:07,2014
11,2042,3.5,1391657376,2014-02-06 03:29:36,2014
11,2762,3.0,1391658583,2014-02-06 03:49:43,2014
11,26614,5.0,1391658574,2014-02-06 03:49:34,2014
11,97938,4.0,1391657610,2014-02-06 03:33:30,2014
12,253,3.0,968045587,2000-09-04 05:33:07,2000
12,608,2.0,968045353,2000-09-04 05:29:13,2000
12,673,1.0,968045732,2000-09-04 05:35:32,2000
12,1374,1.0,968045475,2000-09-04 05:31:15,2000
12,1387,4.0,968045475,2000-09-04 05:31:15,2000
12,1639,2.0,968045438,2000-09-04 05:30:38,2000
12,1732,3.0,968045529,2000-09-04 05:32:09,2000
12,2259,2.0,955407153,2000-04-10 22:52:33,2000
12,2355,2.0,968045475,2000-09-04 05:31:15,2000
12,2460,4.0,968045680,2000-09-04 05:34:40,2000
12,2668,2.0,968045764,2000-09-04 05:36:04,2000
12,2959,4.0,968045407,2000-09-04 05:30:07,2000
12,3176,3.0,968045649,2000-09-04 05:34:09,2000
12,3179,2.0,968045354,2000-09-04 05:29:14,2000
12,3780,2.0,968045619,2000-09-04 05:33:39,2000
12,3865,5.0,968045015,2000-09-04 05:23:35,2000
13,110,4.0,1331380038,2012-03-10 11:47:18,2012
13,277,4.0,1331379348,2012-03-10 11:35:48,2012
13,296,3.5,1331380895,2012-03-10 12:01:35,2012
13,318,4.5,1331380029,2012-03-10 11:47:09,2012
13,480,3.0,1331380025,2012-03-10 11:47:05,2012
13,524,3.5,1331379485,2012-03-10 11:38:05,2012
13,527,4.0,1331380901,2012-03-10 12:01:41,2012
13,531,4.0,1331379483,2012-03-10 11:38:03,2012
13,587,3.0,1331380851,2012-03-10 12:00:51,2012
13,590,4.0,1331380062,2012-03-10 11:47:42,2012
13,914,4.0,1331379366,2012-03-10 11:36:06,2012
13,919,3.5,1331380871,2012-03-10 12:01:11,2012
13,1259,4.0,1331380814,2012-03-10 12:00:14,2012
13,1265,2.5,1331380845,2012-03-10 12:00:45,2012
13,1961,4.0,1331380745,2012-03-10 11:59:05,2012
13,2355,4.0,1331380741,2012-03-10 11:59:01,2012
13,2761,4.0,1331379470,2012-03-10 11:37:50,2012
13,2762,3.0,1331380765,2012-03-10 11:59:25,2012
13,3114,3.0,1331380738,2012-03-10 11:58:58,2012
13,3396,3.5,1331379599,2012-03-10 11:39:59,2012
13,4886,3.5,1331380834,2012-03-10 12:00:34,2012
13,4993,4.5,1331380883,2012-03-10 12:01:23,2012
14,594,1.0,976243997,2000-12-08 02:53:17,2000
14,1721,3.0,976243912,2000-12-08 02:51:52,2000
14,2038,3.0,976244179,2000-12-08 02:56:19,2000
14,2355,2.0,976244179,2000-12-08 02:56:19,2000
14,3114,4.0,976244591,2000-12-08 03:03:11,2000
14,3175,5.0,976244313,2000-12-08 02:58:33,2000
15,2,2.0,1134521380,2005-12-14 00:49:40,2005
15,5,4.5,1093070098,2004-08-21 06:34:58,2004
15,6,4.0,1040205753,2002-12-18 10:02:33,2002
15,11,2.5,1093028381,2004-08-20 18:59:41,2004
15,14,2.5,1166586286,2006-12-20 03:44:46,2006
15,16,3.5,1093070150,2004-08-21 06:35:50,2004
15,17,3.0,997939404,2001-08-16 05:23:24,2001
15,19,1.0,1093028409,2004-08-20 19:00:09,2004
15,21,4.5,1058249528,2003-07-15 06:12:08,2003
15,22,2.5,1093070415,2004-08-21 06:40:15,2004
15,25,3.0,1033345172,2002-09-30 00:19:32,2002
15,62,2.0,1093028336,2004-08-20 18:58:56,2004
15,70,0.5,1093070467,2004-08-21 06:41:07,2004
15,82,5.0,1044220302,2003-02-02 21:11:42,2003
15,95,1.5,1093028331,2004-08-20 18:58:51,2004
15,101,4.0,1134522072,2005-12-14 01:01:12,2005
15,104,1.0,1093070113,2004-08-21 06:35:13,2004
15,107,2.0,1166586594,2006-12-20 03:49:54,2006
15,110,3.0,1040205792,2002-12-18 10:03:12,2002
15,111,5.0,997938500,2001-08-16 05:08:20,2001
15,112,2.5,1093070156,2004-08-21 06:35:56,2004
15,123,4.0,997938358,2001-08-16 05:05:58,2001
15,145,3.5,1134521543,2005-12-14 00:52:23,2005
15,149,5.0,1075142933,2004-01-26 18:48:53,2004
15,150,3.0,997939380,2001-08-16 05:23:00,2001
15,153,1.0,1128274517,2005-10-02 17:35:17,2005
15,157,2.0,1052896975,2003-05-14 07:22:55,2003
15,160,0.5,1093028411,2004-08-20 19:00:11,2004
15,161,3.0,1093028319,2004-08-20 18:58:39,2004
15,162,4.0,997938676,2001-08-16 05:11:16,2001
15,163,2.0,1166586021,2006-12-20 03:40:21,2006
15,164,4.0,997938413,2001-08-16 05:06:53,2001
15,165,3.0,1093028183,2004-08-20 18:56:23,2004
15,170,2.5,1166586376,2006-12-20 03:46:16,2006
15,172,1.0,1093070329,2004-08-21 06:38:49,2004
